Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date
Glossier,Night Cream,1985.5,4.5,62,Acne-prone,56+,Glycolic Acid,Peptides,Pores,2025-03-04
Rare Beauty,Exfoliant,2251.28,5.0,83,Acne-prone,46-55,Bakuchiol,Hyaluronic Acid,Dryness,2024-08-21
Fresh,Face Mask,493.98,3.0,8,Combination,18-25,Peptides,Titanium Dioxide,Pores,2025-09-14
Fenty Beauty,Moisturizer,1984.6,4.3,3,Dry,36-45,Glycolic Acid,Zinc Oxide,Dark spots,2024-02-29
Kiehl's,Night Cream,3067.53,5.0,168,Combination,18-25,Bakuchiol,Benzoyl Peroxide,Fine lines,2025-01-24
Tatcha,Face Mask,1002.54,2.8,36,Normal,36-45,Zinc Oxide,Alpha Arbutin,Acne,2023-11-26
Kiehl's,Facial Oil,2597.13,5.0,2,Combination,26-35,Jojoba Oil,Kojic Acid,Dullness,2024-07-26
Aveeno,Moisturizer,864.94,3.5,143,Sensitive,46-55,Jojoba Oil,Zinc Oxide,Dark spots,2023-11-18
Kiehl's,Eye Cream,2716.74,5.0,51,Dry,56+,Titanium Dioxide,Salicylic Acid,Pores,2023-09-20
L'Oreal,Facial Oil,1382.96,3.6,84,Oily,18-25,Jojoba Oil,Retinol,Dullness,2024-11-26
La Roche-Posay,Facial Oil,2256.54,5.0,185,Dry,56+,Kojic Acid,Titanium Dioxide,Dryness,2025-08-31
La Roche-Posay,Face Mask,646.48,3.2,277,Dry,56+,Niacinamide,Kojic Acid,Dark spots,2025-08-19
Paula's Choice,Toner,1390.87,3.0,105,Sensitive,46-55,Alpha Arbutin,Glycolic Acid,Redness,2025-08-30
Tatcha,Facial Oil,1955.71,4.2,23,Normal,56+,Ceramides,Squalane,Redness,2024-01-17
Glossier,Eye Cream,1729.31,4.2,14,Sensitive,18-25,Kojic Acid,Azelaic Acid,Dryness,2023-10-09
Aveeno,Cleanser,784.7,3.9,10,Acne-prone,46-55,Squalane,Benzoyl Peroxide,Uneven texture,2024-05-22
Rare Beauty,Night Cream,2036.78,4.0,24,Combination,56+,Peptides,Hyaluronic Acid,Dark spots,2024-01-08
Fenty Beauty,Serum,1672.77,4.6,91,Combination,36-45,Salicylic Acid,Jojoba Oil,Dullness,2025-02-25
The Ordinary,Serum,2034.48,4.3,127,Acne-prone,36-45,Niacinamide,Titanium Dioxide,Acne,2025-02-02
Glossier,Serum,1908.22,3.0,210,Sensitive,18-25,Hyaluronic Acid,Squalane,Oiliness,2024-07-06
Skinceuticals,Serum,2854.55,5.0,40,Dry,36-45,Jojoba Oil,Retinol,Uneven texture,2023-10-28
La Roche-Posay,Sunscreen,714.98,4.3,128,Normal,36-45,Vitamin C,Squalane,Hyperpigmentation,2024-02-02
Clinique,Facial Oil,3835.9,5.0,52,Normal,36-45,Bakuchiol,Ceramides,Redness,2025-04-17
Clinique,Facial Oil,3347.86,5.0,39,Acne-prone,26-35,Zinc Oxide,Jojoba Oil,Dullness,2024-08-24
Olay,Facial Oil,1654.79,3.9,66,Normal,18-25,Bakuchiol,Glycolic Acid,Sensitivity,2024-11-21
Clinique,Cleanser,1051.74,4.1,108,Combination,56+,Kojic Acid,Hyaluronic Acid,Sensitivity,2025-03-03
Origins,Eye Cream,2303.71,4.3,34,Oily,56+,Kojic Acid,Niacinamide,Acne,2024-02-22
Neutrogena,Eye Cream,2153.14,5.0,13,Dry,26-35,Retinol,Niacinamide,Dryness,2024-10-05
Neutrogena,Facial Oil,2649.56,4.9,212,Normal,46-55,Ceramides,Benzoyl Peroxide,Uneven texture,2024-12-15
Paula's Choice,Exfoliant,1582.41,3.3,120,Normal,46-55,Zinc Oxide,Peptides,Anti-aging,2025-06-24
Clinique,Eye Cream,3174.65,5.0,35,Dry,56+,Lactic Acid,Bakuchiol,Dark spots,2024-04-20
CeraVe,Sunscreen,1036.18,4.1,21,Combination,36-45,Titanium Dioxide,Azelaic Acid,Fine lines,2025-09-05
CeraVe,Face Mask,1030.38,2.5,199,Normal,36-45,Hyaluronic Acid,Glycolic Acid,Redness,2025-01-29
Neutrogena,Exfoliant,1723.21,4.4,28,Normal,36-45,Ceramides,Peptides,Hyperpigmentation,2024-10-28
Neutrogena,Toner,1211.41,4.3,38,Combination,18-25,Bakuchiol,Niacinamide,Dark spots,2025-05-18
Glossier,Moisturizer,992.6,3.7,106,Combination,18-25,Peptides,Niacinamide,Fine lines,2024-04-09
Glossier,Eye Cream,2527.94,4.6,7,Combination,56+,Ceramides,Lactic Acid,Anti-aging,2024-06-27
Glossier,Facial Oil,2633.8,5.0,430,Oily,36-45,Benzoyl Peroxide,Kojic Acid,Acne,2024-08-20
Tatcha,Eye Cream,3780.43,5.0,13,Normal,56+,Niacinamide,Glycolic Acid,Oiliness,2024-06-12
Youth to the People,Face Mask,605.0,4.7,54,Sensitive,26-35,Glycolic Acid,Ceramides,Dullness,2024-12-18
Youth to the People,Exfoliant,2088.61,4.1,11,Sensitive,46-55,Niacinamide,Lactic Acid,Dullness,2025-08-06
Fenty Beauty,Eye Cream,1994.62,5.0,284,Dry,46-55,Ceramides,Salicylic Acid,Acne,2025-02-05
Rare Beauty,Toner,1253.5,5.0,53,Sensitive,56+,Vitamin C,Peptides,Pores,2025-03-05
L'Oreal,Facial Oil,1976.02,3.6,21,Acne-prone,36-45,Glycolic Acid,Retinol,Hyperpigmentation,2024-05-10
La Roche-Posay,Toner,810.78,3.9,16,Combination,56+,Alpha Arbutin,Titanium Dioxide,Dryness,2025-03-05
Kiehl's,Eye Cream,4857.88,5.0,4,Combination,56+,Benzoyl Peroxide,Jojoba Oil,Uneven texture,2023-11-13
Aveeno,Toner,782.63,4.1,213,Combination,36-45,Niacinamide,Ceramides,Redness,2024-04-27
Fenty Beauty,Exfoliant,2184.01,5.0,42,Combination,56+,Bakuchiol,Benzoyl Peroxide,Sensitivity,2024-08-02
Tatcha,Sunscreen,1873.71,5.0,69,Combination,46-55,Alpha Arbutin,Vitamin C,Dryness,2024-07-13
Origins,Cleanser,855.52,4.4,32,Dry,46-55,Alpha Arbutin,Benzoyl Peroxide,Acne,2024-11-27
Fenty Beauty,Sunscreen,820.92,3.4,37,Oily,56+,Titanium Dioxide,Tea Tree Oil,Dark spots,2025-02-27
Rare Beauty,Serum,1768.3,4.8,5,Oily,46-55,Hyaluronic Acid,Squalane,Dullness,2024-03-09
L'Oreal,Moisturizer,894.9,5.0,28,Combination,46-55,Kojic Acid,Titanium Dioxide,Uneven texture,2025-03-01
Estee Lauder,Eye Cream,3701.3,5.0,3,Acne-prone,36-45,Niacinamide,Titanium Dioxide,Uneven texture,2025-08-25
Glossier,Facial Oil,1776.65,5.0,38,Dry,18-25,Alpha Arbutin,Hyaluronic Acid,Oiliness,2024-10-12
Aveeno,Sunscreen,805.27,4.4,13,Combination,18-25,Hyaluronic Acid,Bakuchiol,Pores,2025-04-18
Estee Lauder,Sunscreen,2124.31,3.8,82,Combination,26-35,Alpha Arbutin,Glycolic Acid,Sensitivity,2025-07-26
The Ordinary,Cleanser,622.25,3.3,140,Oily,56+,Lactic Acid,Alpha Arbutin,Anti-aging,2024-11-22
Fenty Beauty,Serum,1807.61,4.9,69,Acne-prone,56+,Retinol,Peptides,Redness,2023-12-21
Drunk Elephant,Night Cream,4587.76,5.0,633,Oily,56+,Azelaic Acid,Alpha Arbutin,Sensitivity,2024-05-06
Aveeno,Exfoliant,1274.11,4.5,343,Dry,18-25,Benzoyl Peroxide,Peptides,Dullness,2024-05-11
Skinceuticals,Exfoliant,1493.35,2.8,55,Combination,36-45,Kojic Acid,Tea Tree Oil,Dryness,2025-01-31
Rare Beauty,Exfoliant,1054.61,3.8,76,Sensitive,26-35,Kojic Acid,Bakuchiol,Dullness,2025-01-05
Fresh,Night Cream,3526.59,5.0,18,Normal,18-25,Glycolic Acid,Retinol,Dryness,2024-11-21
Fenty Beauty,Facial Oil,1927.87,3.2,30,Normal,46-55,Kojic Acid,Bakuchiol,Dullness,2023-11-28
Clinique,Exfoliant,1407.87,4.5,61,Combination,36-45,Salicylic Acid,Ceramides,Oiliness,2024-02-24
Drunk Elephant,Cleanser,1442.12,4.7,12,Acne-prone,36-45,Squalane,Tea Tree Oil,Pores,2024-06-08
The Ordinary,Night Cream,3387.27,5.0,18,Acne-prone,36-45,Niacinamide,Kojic Acid,Acne,2023-10-16
La Roche-Posay,Sunscreen,1568.88,3.1,32,Sensitive,18-25,Azelaic Acid,Glycolic Acid,Oiliness,2025-05-19
Origins,Toner,874.39,2.7,54,Normal,18-25,Tea Tree Oil,Azelaic Acid,Acne,2023-12-03
Rare Beauty,Moisturizer,2058.15,5.0,42,Sensitive,18-25,Retinol,Niacinamide,Anti-aging,2024-03-31
Olay,Cleanser,878.7,4.5,11,Combination,26-35,Tea Tree Oil,Vitamin C,Oiliness,2024-09-26
Skinceuticals,Night Cream,5080.48,5.0,25,Normal,56+,Tea Tree Oil,Zinc Oxide,Dark spots,2023-12-11
Youth to the People,Sunscreen,1486.09,3.2,50,Dry,18-25,Zinc Oxide,Lactic Acid,Oiliness,2023-11-04
Tatcha,Cleanser,1464.71,4.8,22,Normal,18-25,Jojoba Oil,Niacinamide,Pores,2025-07-21
Fenty Beauty,Toner,882.0,2.3,426,Sensitive,26-35,Kojic Acid,Lactic Acid,Dark spots,2025-02-11
Olay,Serum,1912.05,4.9,309,Dry,46-55,Jojoba Oil,Salicylic Acid,Uneven texture,2023-11-17
Youth to the People,Eye Cream,2776.67,4.0,104,Acne-prone,36-45,Lactic Acid,Titanium Dioxide,Sensitivity,2024-02-13
Fenty Beauty,Toner,964.25,2.8,59,Normal,18-25,Glycolic Acid,Salicylic Acid,Dark spots,2024-06-23
La Roche-Posay,Cleanser,1209.01,4.0,203,Dry,18-25,Kojic Acid,Salicylic Acid,Acne,2024-06-28
The Ordinary,Serum,1923.81,4.9,99,Dry,18-25,Vitamin C,Ceramides,Hyperpigmentation,2024-10-10
The Ordinary,Exfoliant,1124.51,4.4,920,Normal,36-45,Niacinamide,Squalane,Dullness,2024-12-24
Aveeno,Night Cream,3455.97,5.0,11,Sensitive,26-35,Lactic Acid,Titanium Dioxide,Dark spots,2024-06-02
La Roche-Posay,Face Mask,844.42,3.1,5,Sensitive,26-35,Peptides,Retinol,Dryness,2025-09-17
Paula's Choice,Serum,1853.17,3.8,6,Acne-prone,46-55,Salicylic Acid,Bakuchiol,Fine lines,2025-07-09
The Ordinary,Moisturizer,1921.95,4.6,117,Normal,46-55,Titanium Dioxide,Peptides,Pores,2025-02-16
Tatcha,Night Cream,4253.52,5.0,543,Sensitive,56+,Benzoyl Peroxide,Alpha Arbutin,Hyperpigmentation,2024-09-24
Paula's Choice,Night Cream,2303.46,4.1,105,Sensitive,46-55,Vitamin C,Benzoyl Peroxide,Fine lines,2024-01-24
Neutrogena,Face Mask,557.54,2.9,7,Sensitive,26-35,Azelaic Acid,Tea Tree Oil,Dryness,2023-09-29
Drunk Elephant,Cleanser,1516.97,3.7,8,Acne-prone,26-35,Tea Tree Oil,Retinol,Oiliness,2023-11-28
La Roche-Posay,Exfoliant,2333.53,4.8,6,Acne-prone,56+,Titanium Dioxide,Niacinamide,Uneven texture,2023-12-06
La Roche-Posay,Facial Oil,1588.54,3.5,45,Normal,36-45,Kojic Acid,Bakuchiol,Oiliness,2023-11-20
Youth to the People,Eye Cream,1789.81,4.3,32,Acne-prone,26-35,Benzoyl Peroxide,Peptides,Dark spots,2025-07-25
Drunk Elephant,Sunscreen,2362.82,4.9,48,Sensitive,36-45,Jojoba Oil,Lactic Acid,Hyperpigmentation,2024-05-25
CeraVe,Moisturizer,1332.72,4.4,17,Oily,56+,Jojoba Oil,Kojic Acid,Hyperpigmentation,2024-04-15
Drunk Elephant,Cleanser,1602.65,4.5,182,Acne-prone,18-25,Niacinamide,Titanium Dioxide,Sensitivity,2023-12-03
Rare Beauty,Eye Cream,2314.34,3.9,19,Oily,36-45,Hyaluronic Acid,Ceramides,Dryness,2024-10-02
Paula's Choice,Eye Cream,2124.57,4.6,53,Dry,36-45,Azelaic Acid,Kojic Acid,Hyperpigmentation,2024-03-12
Paula's Choice,Facial Oil,2499.6,5.0,28,Acne-prone,26-35,Zinc Oxide,Titanium Dioxide,Anti-aging,2025-05-14
Paula's Choice,Facial Oil,2697.02,4.5,30,Acne-prone,26-35,Peptides,Squalane,Dryness,2025-02-10
La Roche-Posay,Serum,2371.29,4.5,62,Sensitive,26-35,Ceramides,Alpha Arbutin,Dullness,2024-03-06
Rare Beauty,Exfoliant,1193.98,4.9,29,Combination,36-45,Squalane,Peptides,Dullness,2025-07-26
Fenty Beauty,Sunscreen,969.86,2.4,44,Sensitive,46-55,Alpha Arbutin,Vitamin C,Dryness,2023-12-30
La Roche-Posay,Serum,1307.39,5.0,22,Oily,36-45,Benzoyl Peroxide,Peptides,Oiliness,2024-01-06
Paula's Choice,Sunscreen,1115.97,4.7,17,Sensitive,26-35,Jojoba Oil,Salicylic Acid,Acne,2025-02-17
Paula's Choice,Sunscreen,1222.01,3.7,251,Normal,18-25,Salicylic Acid,Peptides,Dryness,2025-05-02
The Ordinary,Sunscreen,883.78,4.8,318,Acne-prone,46-55,Titanium Dioxide,Alpha Arbutin,Acne,2025-04-16
Fresh,Eye Cream,2522.28,4.2,42,Combination,26-35,Kojic Acid,Niacinamide,Hyperpigmentation,2024-06-14
Estee Lauder,Moisturizer,1918.37,4.8,153,Oily,26-35,Salicylic Acid,Ceramides,Uneven texture,2025-09-01
L'Oreal,Toner,839.83,2.7,61,Dry,18-25,Lactic Acid,Benzoyl Peroxide,Anti-aging,2024-01-14
The Ordinary,Face Mask,552.69,4.5,32,Dry,46-55,Retinol,Peptides,Oiliness,2024-09-25
Neutrogena,Moisturizer,1118.01,3.4,12,Combination,26-35,Salicylic Acid,Squalane,Pores,2024-05-19
La Roche-Posay,Sunscreen,1147.54,4.5,18,Combination,56+,Bakuchiol,Azelaic Acid,Redness,2025-04-02
Estee Lauder,Eye Cream,2363.3,4.9,32,Sensitive,56+,Zinc Oxide,Hyaluronic Acid,Sensitivity,2024-08-19
Kiehl's,Eye Cream,4658.09,5.0,69,Dry,46-55,Hyaluronic Acid,Benzoyl Peroxide,Oiliness,2025-09-01
Skinceuticals,Moisturizer,3208.59,5.0,35,Normal,36-45,Kojic Acid,Peptides,Uneven texture,2024-09-22
Youth to the People,Serum,1551.95,5.0,19,Acne-prone,46-55,Glycolic Acid,Jojoba Oil,Fine lines,2024-03-20
Rare Beauty,Eye Cream,2654.28,4.5,67,Oily,26-35,Lactic Acid,Ceramides,Oiliness,2024-06-26
Youth to the People,Night Cream,2384.62,5.0,141,Sensitive,46-55,Lactic Acid,Niacinamide,Acne,2025-07-29
Fenty Beauty,Facial Oil,2395.28,5.0,911,Sensitive,46-55,Peptides,Hyaluronic Acid,Pores,2025-06-06
Estee Lauder,Sunscreen,1568.96,5.0,195,Dry,26-35,Squalane,Titanium Dioxide,Anti-aging,2025-07-28
Clinique,Toner,1212.29,4.7,6,Dry,46-55,Glycolic Acid,Vitamin C,Anti-aging,2025-09-10
Origins,Night Cream,1762.89,3.6,102,Dry,56+,Tea Tree Oil,Salicylic Acid,Dark spots,2025-07-23
Aveeno,Facial Oil,2451.81,4.8,10,Combination,18-25,Alpha Arbutin,Vitamin C,Sensitivity,2024-11-20
Fenty Beauty,Exfoliant,1908.29,4.9,62,Oily,46-55,Alpha Arbutin,Zinc Oxide,Dullness,2024-04-06
Aveeno,Cleanser,1210.1,4.1,24,Oily,36-45,Squalane,Ceramides,Redness,2024-01-05
Skinceuticals,Exfoliant,2769.77,4.6,10,Sensitive,36-45,Titanium Dioxide,Squalane,Redness,2024-08-26
Youth to the People,Moisturizer,1804.82,4.0,15,Combination,46-55,Ceramides,Salicylic Acid,Dark spots,2024-02-09
Estee Lauder,Face Mask,744.75,3.5,29,Combination,26-35,Vitamin C,Glycolic Acid,Oiliness,2025-06-06
Aveeno,Night Cream,2608.35,4.2,49,Combination,36-45,Azelaic Acid,Glycolic Acid,Acne,2023-11-14
Rare Beauty,Sunscreen,1294.62,4.0,36,Normal,46-55,Niacinamide,Lactic Acid,Sensitivity,2023-11-08
La Roche-Posay,Sunscreen,1415.45,4.5,165,Oily,56+,Salicylic Acid,Azelaic Acid,Sensitivity,2025-02-01
Clinique,Moisturizer,1492.58,4.5,25,Oily,26-35,Peptides,Glycolic Acid,Anti-aging,2025-05-04
La Roche-Posay,Serum,1890.84,4.8,27,Normal,56+,Kojic Acid,Vitamin C,Uneven texture,2024-02-13
Estee Lauder,Exfoliant,3480.02,5.0,35,Dry,56+,Retinol,Benzoyl Peroxide,Uneven texture,2024-06-24
Glossier,Cleanser,654.79,2.4,99,Dry,56+,Niacinamide,Zinc Oxide,Hyperpigmentation,2023-10-03
Fenty Beauty,Toner,1324.33,4.2,11,Oily,18-25,Titanium Dioxide,Alpha Arbutin,Redness,2024-04-03
Tatcha,Eye Cream,4858.24,5.0,95,Oily,18-25,Bakuchiol,Niacinamide,Sensitivity,2025-07-14
Fresh,Toner,651.38,3.8,43,Oily,56+,Glycolic Acid,Lactic Acid,Acne,2023-10-13
La Roche-Posay,Exfoliant,1117.5,5.0,22,Oily,56+,Tea Tree Oil,Jojoba Oil,Acne,2023-12-19
Glossier,Moisturizer,2069.25,4.7,27,Acne-prone,46-55,Retinol,Ceramides,Hyperpigmentation,2024-01-10
Tatcha,Moisturizer,2492.11,4.7,36,Dry,36-45,Lactic Acid,Kojic Acid,Sensitivity,2025-03-25
Estee Lauder,Face Mask,1391.95,3.5,529,Oily,56+,Alpha Arbutin,Jojoba Oil,Acne,2025-08-14
Skinceuticals,Cleanser,1671.67,3.6,62,Normal,56+,Bakuchiol,Niacinamide,Redness,2025-02-19
Estee Lauder,Exfoliant,1488.39,5.0,6,Normal,18-25,Jojoba Oil,Squalane,Pores,2025-05-05
Rare Beauty,Exfoliant,1790.41,2.6,214,Acne-prone,18-25,Zinc Oxide,Tea Tree Oil,Fine lines,2024-02-05
Paula's Choice,Exfoliant,1185.98,3.8,172,Dry,26-35,Bakuchiol,Ceramides,Acne,2024-09-26
Paula's Choice,Exfoliant,1891.94,5.0,59,Combination,26-35,Squalane,Kojic Acid,Hyperpigmentation,2024-04-14
Fenty Beauty,Night Cream,1984.07,3.8,41,Combination,36-45,Lactic Acid,Alpha Arbutin,Hyperpigmentation,2025-03-15
Clinique,Facial Oil,2344.83,4.7,198,Sensitive,26-35,Niacinamide,Peptides,Sensitivity,2024-03-24
Origins,Exfoliant,1538.47,4.0,16,Oily,36-45,Vitamin C,Benzoyl Peroxide,Hyperpigmentation,2024-11-29
Skinceuticals,Sunscreen,1530.13,4.6,80,Oily,56+,Tea Tree Oil,Lactic Acid,Dullness,2024-01-17
Glossier,Moisturizer,1255.29,5.0,119,Oily,26-35,Glycolic Acid,Lactic Acid,Dullness,2024-12-09
Aveeno,Facial Oil,1214.38,3.6,5,Sensitive,46-55,Benzoyl Peroxide,Titanium Dioxide,Sensitivity,2025-02-04
Drunk Elephant,Facial Oil,3334.63,4.8,42,Combination,26-35,Benzoyl Peroxide,Salicylic Acid,Pores,2024-12-17
Tatcha,Sunscreen,1488.03,3.7,224,Combination,18-25,Squalane,Ceramides,Uneven texture,2024-08-21
Origins,Sunscreen,1498.99,5.0,30,Combination,36-45,Benzoyl Peroxide,Azelaic Acid,Hyperpigmentation,2024-02-11
Clinique,Eye Cream,2997.14,5.0,426,Oily,18-25,Glycolic Acid,Zinc Oxide,Dryness,2024-12-31
La Roche-Posay,Facial Oil,2670.96,5.0,70,Normal,18-25,Lactic Acid,Kojic Acid,Dullness,2024-04-17
Fresh,Toner,1176.56,4.3,169,Sensitive,56+,Lactic Acid,Zinc Oxide,Anti-aging,2023-11-24
Origins,Exfoliant,1064.7,3.4,27,Dry,56+,Bakuchiol,Benzoyl Peroxide,Acne,2024-08-06
Youth to the People,Cleanser,987.73,4.5,5,Acne-prone,46-55,Vitamin C,Bakuchiol,Hyperpigmentation,2024-04-05
The Ordinary,Facial Oil,2555.31,4.7,17,Oily,26-35,Bakuchiol,Benzoyl Peroxide,Sensitivity,2024-05-19
Paula's Choice,Cleanser,1098.03,3.2,143,Combination,36-45,Tea Tree Oil,Niacinamide,Hyperpigmentation,2025-02-21
Fenty Beauty,Serum,1718.92,4.5,491,Oily,36-45,Bakuchiol,Hyaluronic Acid,Anti-aging,2025-07-27
Paula's Choice,Serum,2572.12,4.7,147,Combination,36-45,Kojic Acid,Bakuchiol,Oiliness,2025-01-09
Estee Lauder,Eye Cream,2684.36,5.0,328,Combination,18-25,Zinc Oxide,Alpha Arbutin,Acne,2023-12-14
L'Oreal,Facial Oil,1738.54,4.3,92,Acne-prone,26-35,Lactic Acid,Vitamin C,Anti-aging,2024-07-07
Clinique,Eye Cream,3161.7,5.0,33,Sensitive,36-45,Alpha Arbutin,Lactic Acid,Anti-aging,2025-08-22
Fresh,Toner,1120.96,3.9,32,Combination,36-45,Peptides,Benzoyl Peroxide,Dullness,2023-12-14
L'Oreal,Facial Oil,1174.07,5.0,285,Combination,46-55,Glycolic Acid,Squalane,Dark spots,2023-10-19
Paula's Choice,Toner,764.07,4.1,56,Sensitive,56+,Azelaic Acid,Salicylic Acid,Dark spots,2025-06-27
Origins,Sunscreen,1614.99,4.0,81,Dry,56+,Peptides,Benzoyl Peroxide,Acne,2024-08-30
Origins,Toner,1372.31,4.4,575,Dry,46-55,Titanium Dioxide,Hyaluronic Acid,Sensitivity,2024-07-29
Glossier,Cleanser,740.15,3.2,44,Acne-prone,18-25,Hyaluronic Acid,Glycolic Acid,Oiliness,2025-05-28
Fresh,Facial Oil,1654.59,4.2,124,Dry,18-25,Tea Tree Oil,Squalane,Dryness,2023-11-14
Rare Beauty,Serum,2261.2,4.0,128,Acne-prone,36-45,Ceramides,Niacinamide,Fine lines,2025-03-06
Tatcha,Serum,4031.42,5.0,41,Normal,26-35,Glycolic Acid,Lactic Acid,Dryness,2025-08-30
La Roche-Posay,Exfoliant,1589.87,4.3,18,Combination,46-55,Ceramides,Salicylic Acid,Dryness,2023-10-26
L'Oreal,Exfoliant,1638.21,3.2,39,Oily,36-45,Alpha Arbutin,Vitamin C,Anti-aging,2024-11-21
Glossier,Sunscreen,848.22,3.7,15,Dry,56+,Glycolic Acid,Retinol,Oiliness,2023-12-31
Youth to the People,Eye Cream,2516.27,4.6,27,Sensitive,36-45,Squalane,Kojic Acid,Dryness,2024-06-10
Fresh,Night Cream,2048.28,4.6,96,Combination,36-45,Tea Tree Oil,Squalane,Oiliness,2024-01-06
Drunk Elephant,Exfoliant,1580.12,4.7,24,Dry,26-35,Alpha Arbutin,Squalane,Dryness,2025-08-28
Fenty Beauty,Eye Cream,1957.1,5.0,43,Acne-prone,36-45,Hyaluronic Acid,Titanium Dioxide,Acne,2024-06-19
Aveeno,Exfoliant,2007.84,4.8,85,Normal,36-45,Jojoba Oil,Vitamin C,Hyperpigmentation,2023-10-16
CeraVe,Face Mask,681.28,2.9,26,Dry,56+,Ceramides,Bakuchiol,Pores,2024-12-02
Olay,Moisturizer,851.17,4.1,60,Acne-prone,46-55,Titanium Dioxide,Lactic Acid,Sensitivity,2024-06-15
Estee Lauder,Serum,3729.12,5.0,98,Dry,46-55,Zinc Oxide,Alpha Arbutin,Dryness,2023-12-20
Fenty Beauty,Moisturizer,939.84,3.9,30,Dry,36-45,Glycolic Acid,Kojic Acid,Sensitivity,2023-12-16
Rare Beauty,Eye Cream,2227.85,3.4,286,Normal,46-55,Glycolic Acid,Tea Tree Oil,Anti-aging,2024-11-05
Glossier,Night Cream,2676.62,4.1,98,Normal,46-55,Titanium Dioxide,Salicylic Acid,Dullness,2024-05-16
Neutrogena,Night Cream,3325.08,5.0,94,Acne-prone,26-35,Tea Tree Oil,Azelaic Acid,Redness,2024-01-12
Fenty Beauty,Toner,1098.78,3.6,92,Sensitive,36-45,Bakuchiol,Ceramides,Dryness,2025-01-30
Paula's Choice,Sunscreen,1348.81,5.0,218,Acne-prone,26-35,Salicylic Acid,Azelaic Acid,Acne,2024-07-07
Skinceuticals,Night Cream,4399.38,5.0,33,Dry,18-25,Jojoba Oil,Retinol,Uneven texture,2023-12-19
Fenty Beauty,Face Mask,830.64,3.5,6,Oily,36-45,Jojoba Oil,Zinc Oxide,Dryness,2025-08-29
The Ordinary,Moisturizer,1982.58,4.9,90,Acne-prone,36-45,Squalane,Glycolic Acid,Acne,2025-06-04
Tatcha,Exfoliant,3334.82,3.8,456,Combination,36-45,Squalane,Retinol,Dullness,2024-01-11
Youth to the People,Facial Oil,2138.47,5.0,47,Dry,36-45,Glycolic Acid,Vitamin C,Redness,2023-10-13
Skinceuticals,Facial Oil,3227.4,5.0,65,Normal,56+,Niacinamide,Vitamin C,Dullness,2024-04-20
Rare Beauty,Facial Oil,1850.03,3.4,140,Dry,56+,Alpha Arbutin,Bakuchiol,Fine lines,2025-04-19
Clinique,Facial Oil,3737.71,5.0,40,Dry,46-55,Vitamin C,Glycolic Acid,Oiliness,2024-11-01
Origins,Cleanser,511.04,4.2,40,Oily,46-55,Vitamin C,Azelaic Acid,Oiliness,2024-02-04
Glossier,Toner,887.08,3.9,19,Acne-prone,18-25,Benzoyl Peroxide,Peptides,Sensitivity,2024-04-19
Aveeno,Sunscreen,722.0,1.6,35,Sensitive,26-35,Alpha Arbutin,Zinc Oxide,Hyperpigmentation,2025-08-09
Fresh,Moisturizer,903.63,4.0,254,Acne-prone,36-45,Alpha Arbutin,Hyaluronic Acid,Uneven texture,2024-07-28
Drunk Elephant,Facial Oil,4022.81,5.0,4,Sensitive,46-55,Niacinamide,Lactic Acid,Anti-aging,2025-07-12
Drunk Elephant,Serum,2660.99,5.0,71,Oily,36-45,Salicylic Acid,Benzoyl Peroxide,Fine lines,2024-05-30
Aveeno,Sunscreen,1031.28,2.9,133,Acne-prone,36-45,Alpha Arbutin,Jojoba Oil,Dryness,2024-09-05
Neutrogena,Serum,2716.59,5.0,85,Sensitive,36-45,Benzoyl Peroxide,Bakuchiol,Sensitivity,2025-03-11
Origins,Cleanser,745.76,4.2,36,Acne-prone,56+,Benzoyl Peroxide,Glycolic Acid,Redness,2025-06-24
Youth to the People,Face Mask,909.47,3.8,20,Sensitive,56+,Hyaluronic Acid,Lactic Acid,Dullness,2023-10-11
Fenty Beauty,Night Cream,3244.24,5.0,99,Acne-prone,26-35,Peptides,Zinc Oxide,Acne,2024-08-10
Origins,Sunscreen,781.22,4.4,294,Sensitive,18-25,Peptides,Glycolic Acid,Redness,2025-01-05
Paula's Choice,Serum,2397.72,5.0,41,Oily,56+,Hyaluronic Acid,Vitamin C,Dark spots,2025-03-21
Rare Beauty,Moisturizer,1734.7,4.1,43,Oily,18-25,Azelaic Acid,Benzoyl Peroxide,Acne,2025-02-12
La Roche-Posay,Moisturizer,842.79,3.5,141,Combination,56+,Peptides,Bakuchiol,Pores,2025-02-03
Olay,Exfoliant,1820.11,4.7,19,Sensitive,18-25,Ceramides,Salicylic Acid,Uneven texture,2024-07-13
Skinceuticals,Night Cream,4884.93,5.0,40,Dry,18-25,Tea Tree Oil,Salicylic Acid,Acne,2023-10-30
The Ordinary,Eye Cream,2889.49,4.8,17,Oily,46-55,Tea Tree Oil,Alpha Arbutin,Uneven texture,2024-10-29
Rare Beauty,Eye Cream,3221.75,5.0,323,Sensitive,56+,Ceramides,Retinol,Dullness,2024-11-10
L'Oreal,Exfoliant,2268.72,5.0,130,Oily,56+,Benzoyl Peroxide,Vitamin C,Redness,2025-08-19
L'Oreal,Serum,1787.52,4.0,73,Combination,36-45,Salicylic Acid,Azelaic Acid,Redness,2024-02-23
