Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,
Neutrogena,Facial Oil,2649.56,4.9,212,Normal,46-55,Ceramides,Benzoyl Peroxide,Uneven texture,
Paula's Choice,Exfoliant,1582.41,3.3,120,Normal,46-55,Zinc Oxide,Peptides,Anti-aging,
Clinique,Eye Cream,3174.65,5,35,Dry,56+,Lactic Acid,Bakuchiol,Dark spots,
CeraVe,Sunscreen,1036.18,4.1,21,Combination,36-45,Titanium Dioxide,Azelaic Acid,Fine lines,
CeraVe,Face Mask,1030.38,2.5,199,Normal,36-45,Hyaluronic Acid,Glycolic Acid,Redness,
Neutrogena,Exfoliant,1723.21,4.4,28,Normal,36-45,Ceramides,Peptides,Hyperpigmentation,
Neutrogena,Toner,1211.41,4.3,38,Combination,18-25,Bakuchiol,Niacinamide,Dark spots,
Glossier,Moisturizer,992.6,3.7,106,Combination,18-25,Peptides,Niacinamide,Fine lines,
Glossier,Eye Cream,2527.94,4.6,7,Combination,56+,Ceramides,Lactic Acid,Anti-aging,
Glossier,Facial Oil,2633.8,5,430,Oily,36-45,Benzoyl Peroxide,Kojic Acid,Acne,
Tatcha,Eye Cream,3780.43,5,13,Normal,56+,Niacinamide,Glycolic Acid,Oiliness,
Youth to the People,Face Mask,605,4.7,54,Sensitive,26-35,Glycolic Acid,Ceramides,Dullness,
Youth to the People,Exfoliant,2088.61,4.1,11,Sensitive,46-55,Niacinamide,Lactic Acid,Dullness,
Fenty Beauty,Eye Cream,1994.62,5,284,Dry,46-55,Ceramides,Salicylic Acid,Acne,
Rare Beauty,Toner,1253.5,5,53,Sensitive,56+,Vitamin C,Peptides,Pores,
L'Oreal,Facial Oil,1976.02,3.6,21,Acne-prone,36-45,Glycolic Acid,Retinol,Hyperpigmentation,
La Roche-Posay,Toner,810.78,3.9,16,Combination,56+,Alpha Arbutin,Titanium Dioxide,Dryness,
Kiehl's,Eye Cream,4857.88,5,4,Combination,56+,Benzoyl Peroxide,Jojoba Oil,Uneven texture,
Aveeno,Toner,782.63,4.1,213,Combination,36-45,Niacinamide,Ceramides,Redness,
Fenty Beauty,Exfoliant,2184.01,5,42,Combination,56+,Bakuchiol,Benzoyl Peroxide,Sensitivity,
Tatcha,Sunscreen,1873.71,5,69,Combination,46-55,Alpha Arbutin,Vitamin C,Dryness,
Origins,Cleanser,855.52,4.4,32,Dry,46-55,Alpha Arbutin,Benzoyl Peroxide,Acne,
Fenty Beauty,Sunscreen,820.92,3.4,37,Oily,56+,Titanium Dioxide,Tea Tree Oil,Dark spots,
Rare Beauty,Serum,1768.3,4.8,5,Oily,46-55,Hyaluronic Acid,Squalane,Dullness,
L'Oreal,Moisturizer,894.9,5,28,Combination,46-55,Kojic Acid,Titanium Dioxide,Uneven texture,
Estee Lauder,Eye Cream,3701.3,5,3,Acne-prone,36-45,Niacinamide,Titanium Dioxide,Uneven texture,
Glossier,Facial Oil,1776.65,5,38,Dry,18-25,Alpha Arbutin,Hyaluronic Acid,Oiliness,
Aveeno,Sunscreen,805.27,4.4,13,Combination,18-25,Hyaluronic Acid,Bakuchiol,Pores,
Estee Lauder,Sunscreen,2124.31,3.8,82,Combination,26-35,Alpha Arbutin,Glycolic Acid,Sensitivity,
The Ordinary,Cleanser,622.25,3.3,140,Oily,56+,Lactic Acid,Alpha Arbutin,Anti-aging,
Fenty Beauty,Serum,1807.61,4.9,69,Acne-prone,56+,Retinol,Peptides,Redness,
Drunk Elephant,Night Cream,4587.76,5,633,Oily,56+,Azelaic Acid,Alpha Arbutin,Sensitivity,
Aveeno,Exfoliant,1274.11,4.5,343,Dry,18-25,Benzoyl Peroxide,Peptides,Dullness,
Skinceuticals,Exfoliant,1493.35,2.8,55,Combination,36-45,Kojic Acid,Tea Tree Oil,Dryness,
Rare Beauty,Exfoliant,1054.61,3.8,76,Sensitive,26-35,Kojic Acid,Bakuchiol,Dullness,
Fresh,Night Cream,3526.59,5,18,Normal,18-25,Glycolic Acid,Retinol,Dryness,
Fenty Beauty,Facial Oil,1927.87,3.2,30,Normal,46-55,Kojic Acid,Bakuchiol,Dullness,
Clinique,Exfoliant,1407.87,4.5,61,Combination,36-45,Salicylic Acid,Ceramides,Oiliness,
Drunk Elephant,Cleanser,1442.12,4.7,12,Acne-prone,36-45,Squalane,Tea Tree Oil,Pores,
The Ordinary,Night Cream,3387.27,5,18,Acne-prone,36-45,Niacinamide,Kojic Acid,Acne,
La Roche-Posay,Sunscreen,1568.88,3.1,32,Sensitive,18-25,Azelaic Acid,Glycolic Acid,Oiliness,
Origins,Toner,874.39,2.7,54,Normal,18-25,Tea Tree Oil,Azelaic Acid,Acne,
Rare Beauty,Moisturizer,2058.15,5,42,Sensitive,18-25,Retinol,Niacinamide,Anti-aging,
Olay,Cleanser,878.7,4.5,11,Combination,26-35,Tea Tree Oil,Vitamin C,Oiliness,
Skinceuticals,Night Cream,5080.48,5,25,Normal,56+,Tea Tree Oil,Zinc Oxide,Dark spots,
Youth to the People,Sunscreen,1486.09,3.2,50,Dry,18-25,Zinc Oxide,Lactic Acid,Oiliness,
Tatcha,Cleanser,1464.71,4.8,22,Normal,18-25,Jojoba Oil,Niacinamide,Pores,
Fenty Beauty,Toner,882,2.3,426,Sensitive,26-35,Kojic Acid,Lactic Acid,Dark spots,
Olay,Serum,1912.05,4.9,309,Dry,46-55,Jojoba Oil,Salicylic Acid,Uneven texture,
Youth to the People,Eye Cream,2776.67,4,104,Acne-prone,36-45,Lactic Acid,Titanium Dioxide,Sensitivity,
Fenty Beauty,Toner,964.25,2.8,59,Normal,18-25,Glycolic Acid,Salicylic Acid,Dark spots,
La Roche-Posay,Cleanser,1209.01,4,203,Dry,18-25,Kojic Acid,Salicylic Acid,Acne,
The Ordinary,Serum,1923.81,4.9,99,Dry,18-25,Vitamin C,Ceramides,Hyperpigmentation,
The Ordinary,Exfoliant,1124.51,4.4,920,Normal,36-45,Niacinamide,Squalane,Dullness,
Aveeno,Night Cream,3455.97,5,11,Sensitive,26-35,Lactic Acid,Titanium Dioxide,Dark spots,
La Roche-Posay,Face Mask,844.42,3.1,5,Sensitive,26-35,Peptides,Retinol,Dryness,
Paula's Choice,Serum,1853.17,3.8,6,Acne-prone,46-55,Salicylic Acid,Bakuchiol,Fine lines,
The Ordinary,Moisturizer,1921.95,4.6,117,Normal,46-55,Titanium Dioxide,Peptides,Pores,
Tatcha,Night Cream,4253.52,5,543,Sensitive,56+,Benzoyl Peroxide,Alpha Arbutin,Hyperpigmentation,
Paula's Choice,Night Cream,2303.46,4.1,105,Sensitive,46-55,Vitamin C,Benzoyl Peroxide,Fine lines,
Neutrogena,Face Mask,557.54,2.9,7,Sensitive,26-35,Azelaic Acid,Tea Tree Oil,Dryness,
Drunk Elephant,Cleanser,1516.97,3.7,8,Acne-prone,26-35,Tea Tree Oil,Retinol,Oiliness,
La Roche-Posay,Exfoliant,2333.53,4.8,6,Acne-prone,56+,Titanium Dioxide,Niacinamide,Uneven texture,
La Roche-Posay,Facial Oil,1588.54,3.5,45,Normal,36-45,Kojic Acid,Bakuchiol,Oiliness,
Youth to the People,Eye Cream,1789.81,4.3,32,Acne-prone,26-35,Benzoyl Peroxide,Peptides,Dark spots,
Drunk Elephant,Sunscreen,2362.82,4.9,48,Sensitive,36-45,Jojoba Oil,Lactic Acid,Hyperpigmentation,
CeraVe,Moisturizer,1332.72,4.4,17,Oily,56+,Jojoba Oil,Kojic Acid,Hyperpigmentation,
Drunk Elephant,Cleanser,1602.65,4.5,182,Acne-prone,18-25,Niacinamide,Titanium Dioxide,Sensitivity,
Rare Beauty,Eye Cream,2314.34,3.9,19,Oily,36-45,Hyaluronic Acid,Ceramides,Dryness,
Paula's Choice,Eye Cream,2124.57,4.6,53,Dry,36-45,Azelaic Acid,Kojic Acid,Hyperpigmentation,
Paula's Choice,Facial Oil,2499.6,5,28,Acne-prone,26-35,Zinc Oxide,Titanium Dioxide,Anti-aging,
Paula's Choice,Facial Oil,2697.02,4.5,30,Acne-prone,26-35,Peptides,Squalane,Dryness,
La Roche-Posay,Serum,2371.29,4.5,62,Sensitive,26-35,Ceramides,Alpha Arbutin,Dullness,
Rare Beauty,Exfoliant,1193.98,4.9,29,Combination,36-45,Squalane,Peptides,Dullness,
Fenty Beauty,Sunscreen,969.86,2.4,44,Sensitive,46-55,Alpha Arbutin,Vitamin C,Dryness,
La Roche-Posay,Serum,1307.39,5,22,Oily,36-45,Benzoyl Peroxide,Peptides,Oiliness,
Paula's Choice,Sunscreen,1115.97,4.7,17,Sensitive,26-35,Jojoba Oil,Salicylic Acid,Acne,
Paula's Choice,Sunscreen,1222.01,3.7,251,Normal,18-25,Salicylic Acid,Peptides,Dryness,
The Ordinary,Sunscreen,883.78,4.8,318,Acne-prone,46-55,Titanium Dioxide,Alpha Arbutin,Acne,
Fresh,Eye Cream,2522.28,4.2,42,Combination,26-35,Kojic Acid,Niacinamide,Hyperpigmentation,
Estee Lauder,Moisturizer,1918.37,4.8,153,Oily,26-35,Salicylic Acid,Ceramides,Uneven texture,
L'Oreal,Toner,839.83,2.7,61,Dry,18-25,Lactic Acid,Benzoyl Peroxide,Anti-aging,
The Ordinary,Face Mask,552.69,4.5,32,Dry,46-55,Retinol,Peptides,Oiliness,
Neutrogena,Moisturizer,1118.01,3.4,12,Combination,26-35,Salicylic Acid,Squalane,Pores,
La Roche-Posay,Sunscreen,1147.54,4.5,18,Combination,56+,Bakuchiol,Azelaic Acid,Redness,
Estee Lauder,Eye Cream,2363.3,4.9,32,Sensitive,56+,Zinc Oxide,Hyaluronic Acid,Sensitivity,
Kiehl's,Eye Cream,4658.09,5,69,Dry,46-55,Hyaluronic Acid,Benzoyl Peroxide,Oiliness,
Skinceuticals,Moisturizer,3208.59,5,35,Normal,36-45,Kojic Acid,Peptides,Uneven texture,
Youth to the People,Serum,1551.95,5,19,Acne-prone,46-55,Glycolic Acid,Jojoba Oil,Fine lines,
Rare Beauty,Eye Cream,2654.28,4.5,67,Oily,26-35,Lactic Acid,Ceramides,Oiliness,
Youth to the People,Night Cream,2384.62,5,141,Sensitive,46-55,Lactic Acid,Niacinamide,Acne,
Fenty Beauty,Facial Oil,2395.28,5,911,Sensitive,46-55,Peptides,Hyaluronic Acid,Pores,
Estee Lauder,Sunscreen,1568.96,5,195,Dry,26-35,Squalane,Titanium Dioxide,Anti-aging,
Clinique,Toner,1212.29,4.7,6,Dry,46-55,Glycolic Acid,Vitamin C,Anti-aging,
Origins,Night Cream,1762.89,3.6,102,Dry,56+,Tea Tree Oil,Salicylic Acid,Dark spots,
Aveeno,Facial Oil,2451.81,4.8,10,Combination,18-25,Alpha Arbutin,Vitamin C,Sensitivity,
Fenty Beauty,Exfoliant,1908.29,4.9,62,Oily,46-55,Alpha Arbutin,Zinc Oxide,Dullness,
Aveeno,Cleanser,1210.1,4.1,24,Oily,36-45,Squalane,Ceramides,Redness,
Skinceuticals,Exfoliant,2769.77,4.6,10,Sensitive,36-45,Titanium Dioxide,Squalane,Redness,
Youth to the People,Moisturizer,1804.82,4,15,Combination,46-55,Ceramides,Salicylic Acid,Dark spots,
Estee Lauder,Face Mask,744.75,3.5,29,Combination,26-35,Vitamin C,Glycolic Acid,Oiliness,
Aveeno,Night Cream,2608.35,4.2,49,Combination,36-45,Azelaic Acid,Glycolic Acid,Acne,
Rare Beauty,Sunscreen,1294.62,4,36,Normal,46-55,Niacinamide,Lactic Acid,Sensitivity,
La Roche-Posay,Sunscreen,1415.45,4.5,165,Oily,56+,Salicylic Acid,Azelaic Acid,Sensitivity,
Clinique,Moisturizer,1492.58,4.5,25,Oily,26-35,Peptides,Glycolic Acid,Anti-aging,
La Roche-Posay,Serum,1890.84,4.8,27,Normal,56+,Kojic Acid,Vitamin C,Uneven texture,
Estee Lauder,Exfoliant,3480.02,5,35,Dry,56+,Retinol,Benzoyl Peroxide,Uneven texture,
Glossier,Cleanser,654.79,2.4,99,Dry,56+,Niacinamide,Zinc Oxide,Hyperpigmentation,
Fenty Beauty,Toner,1324.33,4.2,11,Oily,18-25,Titanium Dioxide,Alpha Arbutin,Redness,
Tatcha,Eye Cream,4858.24,5,95,Oily,18-25,Bakuchiol,Niacinamide,Sensitivity,
Fresh,Toner,651.38,3.8,43,Oily,56+,Glycolic Acid,Lactic Acid,Acne,
La Roche-Posay,Exfoliant,1117.5,5,22,Oily,56+,Tea Tree Oil,Jojoba Oil,Acne,
Glossier,Moisturizer,2069.25,4.7,27,Acne-prone,46-55,Retinol,Ceramides,Hyperpigmentation,
Tatcha,Moisturizer,2492.11,4.7,36,Dry,36-45,Lactic Acid,Kojic Acid,Sensitivity,
Estee Lauder,Face Mask,1391.95,3.5,529,Oily,56+,Alpha Arbutin,Jojoba Oil,Acne,
Skinceuticals,Cleanser,1671.67,3.6,62,Normal,56+,Bakuchiol,Niacinamide,Redness,
Estee Lauder,Exfoliant,1488.39,5,6,Normal,18-25,Jojoba Oil,Squalane,Pores,
Rare Beauty,Exfoliant,1790.41,2.6,214,Acne-prone,18-25,Zinc Oxide,Tea Tree Oil,Fine lines,
Paula's Choice,Exfoliant,1185.98,3.8,172,Dry,26-35,Bakuchiol,Ceramides,Acne,
Paula's Choice,Exfoliant,1891.94,5,59,Combination,26-35,Squalane,Kojic Acid,Hyperpigmentation,
Fenty Beauty,Night Cream,1984.07,3.8,41,Combination,36-45,Lactic Acid,Alpha Arbutin,Hyperpigmentation,
Clinique,Facial Oil,2344.83,4.7,198,Sensitive,26-35,Niacinamide,Peptides,Sensitivity,
Origins,Exfoliant,1538.47,4,16,Oily,36-45,Vitamin C,Benzoyl Peroxide,Hyperpigmentation,
Skinceuticals,Sunscreen,1530.13,4.6,80,Oily,56+,Tea Tree Oil,Lactic Acid,Dullness,
Glossier,Moisturizer,1255.29,5,119,Oily,26-35,Glycolic Acid,Lactic Acid,Dullness,
Aveeno,Facial Oil,1214.38,3.6,5,Sensitive,46-55,Benzoyl Peroxide,Titanium Dioxide,Sensitivity,
Drunk Elephant,Facial Oil,3334.63,4.8,42,Combination,26-35,Benzoyl Peroxide,Salicylic Acid,Pores,
Tatcha,Sunscreen,1488.03,3.7,224,Combination,18-25,Squalane,Ceramides,Uneven texture,
Origins,Sunscreen,1498.99,5,30,Combination,36-45,Benzoyl Peroxide,Azelaic Acid,Hyperpigmentation,
Clinique,Eye Cream,2997.14,5,426,Oily,18-25,Glycolic Acid,Zinc Oxide,Dryness,
La Roche-Posay,Facial Oil,2670.96,5,70,Normal,18-25,Lactic Acid,Kojic Acid,Dullness,
Fresh,Toner,1176.56,4.3,169,Sensitive,56+,Lactic Acid,Zinc Oxide,Anti-aging,
Origins,Exfoliant,1064.7,3.4,27,Dry,56+,Bakuchiol,Benzoyl Peroxide,Acne,
Youth to the People,Cleanser,987.73,4.5,5,Acne-prone,46-55,Vitamin C,Bakuchiol,Hyperpigmentation,
The Ordinary,Facial Oil,2555.31,4.7,17,Oily,26-35,Bakuchiol,Benzoyl Peroxide,Sensitivity,
Paula's Choice,Cleanser,1098.03,3.2,143,Combination,36-45,Tea Tree Oil,Niacinamide,Hyperpigmentation,
Fenty Beauty,Serum,1718.92,4.5,491,Oily,36-45,Bakuchiol,Hyaluronic Acid,Anti-aging,
Paula's Choice,Serum,2572.12,4.7,147,Combination,36-45,Kojic Acid,Bakuchiol,Oiliness,
Estee Lauder,Eye Cream,2684.36,5,328,Combination,18-25,Zinc Oxide,Alpha Arbutin,Acne,
L'Oreal,Facial Oil,1738.54,4.3,92,Acne-prone,26-35,Lactic Acid,Vitamin C,Anti-aging,
Clinique,Eye Cream,3161.7,5,33,Sensitive,36-45,Alpha Arbutin,Lactic Acid,Anti-aging,
Fresh,Toner,1120.96,3.9,32,Combination,36-45,Peptides,Benzoyl Peroxide,Dullness,
L'Oreal,Facial Oil,1174.07,5,285,Combination,46-55,Glycolic Acid,Squalane,Dark spots,
Paula's Choice,Toner,764.07,4.1,56,Sensitive,56+,Azelaic Acid,Salicylic Acid,Dark spots,
Origins,Sunscreen,1614.99,4,81,Dry,56+,Peptides,Benzoyl Peroxide,Acne,
Origins,Toner,1372.31,4.4,575,Dry,46-55,Titanium Dioxide,Hyaluronic Acid,Sensitivity,
Glossier,Cleanser,740.15,3.2,44,Acne-prone,18-25,Hyaluronic Acid,Glycolic Acid,Oiliness,
Fresh,Facial Oil,1654.59,4.2,124,Dry,18-25,Tea Tree Oil,Squalane,Dryness,
Rare Beauty,Serum,2261.2,4,128,Acne-prone,36-45,Ceramides,Niacinamide,Fine lines,
Tatcha,Serum,4031.42,5,41,Normal,26-35,Glycolic Acid,Lactic Acid,Dryness,
La Roche-Posay,Exfoliant,1589.87,4.3,18,Combination,46-55,Ceramides,Salicylic Acid,Dryness,
L'Oreal,Exfoliant,1638.21,3.2,39,Oily,36-45,Alpha Arbutin,Vitamin C,Anti-aging,
Glossier,Sunscreen,848.22,3.7,15,Dry,56+,Glycolic Acid,Retinol,Oiliness,
Youth to the People,Eye Cream,2516.27,4.6,27,Sensitive,36-45,Squalane,Kojic Acid,Dryness,
Fresh,Night Cream,2048.28,4.6,96,Combination,36-45,Tea Tree Oil,Squalane,Oiliness,
Drunk Elephant,Exfoliant,1580.12,4.7,24,Dry,26-35,Alpha Arbutin,Squalane,Dryness,
Fenty Beauty,Eye Cream,1957.1,5,43,Acne-prone,36-45,Hyaluronic Acid,Titanium Dioxide,Acne,
Aveeno,Exfoliant,2007.84,4.8,85,Normal,36-45,Jojoba Oil,Vitamin C,Hyperpigmentation,
CeraVe,Face Mask,681.28,2.9,26,Dry,56+,Ceramides,Bakuchiol,Pores,
Olay,Moisturizer,851.17,4.1,60,Acne-prone,46-55,Titanium Dioxide,Lactic Acid,Sensitivity,
Estee Lauder,Serum,3729.12,5,98,Dry,46-55,Zinc Oxide,Alpha Arbutin,Dryness,
Fenty Beauty,Moisturizer,939.84,3.9,30,Dry,36-45,Glycolic Acid,Kojic Acid,Sensitivity,
Rare Beauty,Eye Cream,2227.85,3.4,286,Normal,46-55,Glycolic Acid,Tea Tree Oil,Anti-aging,
Glossier,Night Cream,2676.62,4.1,98,Normal,46-55,Titanium Dioxide,Salicylic Acid,Dullness,
Neutrogena,Night Cream,3325.08,5,94,Acne-prone,26-35,Tea Tree Oil,Azelaic Acid,Redness,
Fenty Beauty,Toner,1098.78,3.6,92,Sensitive,36-45,Bakuchiol,Ceramides,Dryness,
Paula's Choice,Sunscreen,1348.81,5,218,Acne-prone,26-35,Salicylic Acid,Azelaic Acid,Acne,
Skinceuticals,Night Cream,4399.38,5,33,Dry,18-25,Jojoba Oil,Retinol,Uneven texture,
Fenty Beauty,Face Mask,830.64,3.5,6,Oily,36-45,Jojoba Oil,Zinc Oxide,Dryness,
The Ordinary,Moisturizer,1982.58,4.9,90,Acne-prone,36-45,Squalane,Glycolic Acid,Acne,
Tatcha,Exfoliant,3334.82,3.8,456,Combination,36-45,Squalane,Retinol,Dullness,
Youth to the People,Facial Oil,2138.47,5,47,Dry,36-45,Glycolic Acid,Vitamin C,Redness,
Skinceuticals,Facial Oil,3227.4,5,65,Normal,56+,Niacinamide,Vitamin C,Dullness,
Rare Beauty,Facial Oil,1850.03,3.4,140,Dry,56+,Alpha Arbutin,Bakuchiol,Fine lines,
Clinique,Facial Oil,3737.71,5,40,Dry,46-55,Vitamin C,Glycolic Acid,Oiliness,
Origins,Cleanser,511.04,4.2,40,Oily,46-55,Vitamin C,Azelaic Acid,Oiliness,
Glossier,Toner,887.08,3.9,19,Acne-prone,18-25,Benzoyl Peroxide,Peptides,Sensitivity,
Aveeno,Sunscreen,722,1.6,35,Sensitive,26-35,Alpha Arbutin,Zinc Oxide,Hyperpigmentation,
Fresh,Moisturizer,903.63,4,254,Acne-prone,36-45,Alpha Arbutin,Hyaluronic Acid,Uneven texture,
Drunk Elephant,Facial Oil,4022.81,5,4,Sensitive,46-55,Niacinamide,Lactic Acid,Anti-aging,
Drunk Elephant,Serum,2660.99,5,71,Oily,36-45,Salicylic Acid,Benzoyl Peroxide,Fine lines,
Aveeno,Sunscreen,1031.28,2.9,133,Acne-prone,36-45,Alpha Arbutin,Jojoba Oil,Dryness,
Neutrogena,Serum,2716.59,5,85,Sensitive,36-45,Benzoyl Peroxide,Bakuchiol,Sensitivity,
Origins,Cleanser,745.76,4.2,36,Acne-prone,56+,Benzoyl Peroxide,Glycolic Acid,Redness,
Youth to the People,Face Mask,909.47,3.8,20,Sensitive,56+,Hyaluronic Acid,Lactic Acid,Dullness,
Fenty Beauty,Night Cream,3244.24,5,99,Acne-prone,26-35,Peptides,Zinc Oxide,Acne,
Origins,Sunscreen,781.22,4.4,294,Sensitive,18-25,Peptides,Glycolic Acid,Redness,
Paula's Choice,Serum,2397.72,5,41,Oily,56+,Hyaluronic Acid,Vitamin C,Dark spots,
Rare Beauty,Moisturizer,1734.7,4.1,43,Oily,18-25,Azelaic Acid,Benzoyl Peroxide,Acne,
La Roche-Posay,Moisturizer,842.79,3.5,141,Combination,56+,Peptides,Bakuchiol,Pores,
Olay,Exfoliant,1820.11,4.7,19,Sensitive,18-25,Ceramides,Salicylic Acid,Uneven texture,
Skinceuticals,Night Cream,4884.93,5,40,Dry,18-25,Tea Tree Oil,Salicylic Acid,Acne,
The Ordinary,Eye Cream,2889.49,4.8,17,Oily,46-55,Tea Tree Oil,Alpha Arbutin,Uneven texture,
Rare Beauty,Eye Cream,3221.75,5,323,Sensitive,56+,Ceramides,Retinol,Dullness,
L'Oreal,Exfoliant,2268.72,5,130,Oily,56+,Benzoyl Peroxide,Vitamin C,Redness,
L'Oreal,Serum,1787.52,4,73,Combination,36-45,Salicylic Acid,Azelaic Acid,Redness,
Fenty Beauty,Face Mask,1066.16,3.2,18,Oily,56+,Vitamin C,Benzoyl Peroxide,Uneven texture,
Origins,Night Cream,1406.77,3.3,32,Combination,46-55,Kojic Acid,Benzoyl Peroxide,Fine lines,
Fenty Beauty,Face Mask,1064.82,4.8,10,Oily,18-25,Azelaic Acid,Tea Tree Oil,Oiliness,
Glossier,Serum,1493.93,3.5,162,Normal,46-55,Titanium Dioxide,Azelaic Acid,Sensitivity,
Rare Beauty,Face Mask,577.71,3.3,105,Combination,18-25,Alpha Arbutin,Lactic Acid,Pores,
Fenty Beauty,Toner,1097.65,2.8,40,Acne-prone,56+,Titanium Dioxide,Retinol,Dark spots,
The Ordinary,Sunscreen,1172.22,3.8,174,Acne-prone,18-25,Jojoba Oil,Azelaic Acid,Redness,
Fresh,Facial Oil,2219.15,4.4,19,Normal,18-25,Vitamin C,Lactic Acid,Dryness,
Tatcha,Toner,1177.3,3.8,54,Acne-prone,18-25,Tea Tree Oil,Benzoyl Peroxide,Acne,
Rare Beauty,Eye Cream,1720.28,4,432,Combination,26-35,Kojic Acid,Niacinamide,Acne,
Drunk Elephant,Toner,1686.99,4.3,78,Dry,26-35,Glycolic Acid,Jojoba Oil,Fine lines,
Rare Beauty,Sunscreen,725.41,3.4,132,Acne-prone,18-25,Kojic Acid,Vitamin C,Pores,
Fresh,Sunscreen,1337.85,3.9,17,Acne-prone,56+,Hyaluronic Acid,Peptides,Pores,
Drunk Elephant,Face Mask,1393.08,3.6,757,Acne-prone,36-45,Jojoba Oil,Benzoyl Peroxide,Pores,
Fenty Beauty,Sunscreen,706.69,3.1,11,Dry,26-35,Benzoyl Peroxide,Niacinamide,Dullness,
Youth to the People,Moisturizer,904.6,4.3,30,Normal,56+,Hyaluronic Acid,Niacinamide,Sensitivity,
La Roche-Posay,Eye Cream,3062.74,5,188,Acne-prone,18-25,Glycolic Acid,Tea Tree Oil,Uneven texture,
La Roche-Posay,Sunscreen,1214.82,4.7,61,Oily,26-35,Azelaic Acid,Peptides,Dryness,
Olay,Facial Oil,1290.37,3.7,185,Normal,56+,Lactic Acid,Tea Tree Oil,Anti-aging,
Estee Lauder,Cleanser,1826.3,4,147,Normal,46-55,Kojic Acid,Peptides,Redness,
Kiehl's,Facial Oil,3302.96,5,31,Normal,56+,Alpha Arbutin,Titanium Dioxide,Pores,
Clinique,Face Mask,1595.84,4.1,26,Acne-prone,36-45,Zinc Oxide,Ceramides,Dryness,
Fenty Beauty,Moisturizer,1772.48,4.1,68,Dry,18-25,Hyaluronic Acid,Alpha Arbutin,Pores,
L'Oreal,Face Mask,731.28,3.3,47,Oily,46-55,Benzoyl Peroxide,Lactic Acid,Pores,
Aveeno,Serum,2496.63,5,104,Normal,36-45,Benzoyl Peroxide,Ceramides,Fine lines,
Drunk Elephant,Face Mask,701.01,3.6,232,Dry,46-55,Zinc Oxide,Tea Tree Oil,Uneven texture,
CeraVe,Cleanser,1096,4.3,74,Normal,36-45,Vitamin C,Titanium Dioxide,Dullness,
Glossier,Facial Oil,1168.56,4.6,16,Oily,18-25,Jojoba Oil,Zinc Oxide,Dryness,
Skinceuticals,Serum,3293.14,5,36,Combination,36-45,Jojoba Oil,Bakuchiol,Dark spots,
Glossier,Night Cream,2652.7,4.3,222,Oily,46-55,Titanium Dioxide,Kojic Acid,Dark spots,
The Ordinary,Facial Oil,1215.63,4.2,183,Dry,46-55,Alpha Arbutin,Azelaic Acid,Acne,
Skinceuticals,Face Mask,1373.93,4.9,34,Combination,26-35,Lactic Acid,Kojic Acid,Hyperpigmentation,
Fresh,Face Mask,882.02,4.3,172,Acne-prone,36-45,Salicylic Acid,Tea Tree Oil,Acne,
La Roche-Posay,Toner,835.87,3.8,264,Acne-prone,56+,Peptides,Glycolic Acid,Dark spots,
L'Oreal,Eye Cream,3009.33,4.9,98,Dry,46-55,Hyaluronic Acid,Peptides,Dryness,
Tatcha,Cleanser,1487.8,4.8,3,Dry,18-25,Kojic Acid,Tea Tree Oil,Sensitivity,
Glossier,Night Cream,2020.03,3.2,43,Dry,56+,Niacinamide,Titanium Dioxide,Dryness,
La Roche-Posay,Night Cream,2986.17,5,239,Dry,56+,Vitamin C,Titanium Dioxide,Fine lines,
CeraVe,Eye Cream,2367.42,5,1935,Combination,56+,Benzoyl Peroxide,Squalane,Dryness,
Fresh,Toner,1176.35,3.3,18,Normal,36-45,Hyaluronic Acid,Zinc Oxide,Sensitivity,
Aveeno,Night Cream,1991.9,4.6,57,Dry,56+,Niacinamide,Benzoyl Peroxide,Dullness,
L'Oreal,Facial Oil,1835.43,3.1,31,Dry,46-55,Benzoyl Peroxide,Jojoba Oil,Fine lines,
Fenty Beauty,Cleanser,838.64,3.6,15,Normal,26-35,Lactic Acid,Niacinamide,Uneven texture,
Kiehl's,Eye Cream,3288.85,5,71,Normal,36-45,Glycolic Acid,Lactic Acid,Acne,
Skinceuticals,Night Cream,2343.09,3.8,39,Acne-prone,26-35,Benzoyl Peroxide,Tea Tree Oil,Fine lines,
Olay,Face Mask,531.55,3.6,25,Normal,56+,Jojoba Oil,Squalane,Uneven texture,
CeraVe,Toner,1276.23,5,11,Oily,18-25,Squalane,Glycolic Acid,Dullness,
Rare Beauty,Moisturizer,2100.3,5,6,Oily,56+,Peptides,Kojic Acid,Uneven texture,
Drunk Elephant,Eye Cream,2520.97,4.6,31,Dry,36-45,Lactic Acid,Salicylic Acid,Fine lines,
Youth to the People,Eye Cream,2091.16,5,10,Combination,36-45,Jojoba Oil,Salicylic Acid,Dark spots,
Aveeno,Eye Cream,3201.95,5,152,Sensitive,56+,Peptides,Hyaluronic Acid,Dark spots,
Fenty Beauty,Toner,1164.62,5,87,Combination,56+,Glycolic Acid,Zinc Oxide,Uneven texture,
Neutrogena,Face Mask,536.18,3.2,50,Normal,18-25,Squalane,Titanium Dioxide,Dryness,
Neutrogena,Eye Cream,1306.83,4.7,96,Sensitive,46-55,Vitamin C,Kojic Acid,Anti-aging,
